host_total_listings_count;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;property_type;accommodates;bathrooms;bedrooms;beds;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;availability_30;availability_60;availability_90;availability_365;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;cancellation_policy;reviews_per_month;high_value_amenities;standard_value_amenities;basic_amenities;summary_length;description_length;days_since_first_review;days_since_last_review;room_type_private_room;room_type_shared_room;bed_type_couch;bed_type_futon;bed_type_pullout_sofa;bed_type_real_bed;square_meters
207.0;justicia;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42338984369337;-3.6967550870049912;apartment;4;1.0;2.0;3.0;4.454347296253507;;;;30.0;2;15;2;1125;0;0;0;0;4;85.0;10.0;10.0;8.0;8.0;10.0;9.0;strict;0.44;1;3;3;41;144;3023.0;2912.0;False;False;False;False;False;True;65.0321
1.0;;almendrales;usera;madrid;comunidad de madrid;28026;madrid;madrid spain;es;spain;40.38083039152534;-3.696319138402563;apartment;4;2.0;2.0;4.0;4.948759890378168;;;150.0;;1;0;7;1125;0;0;0;0;0;;;;;;;;moderate;;2;3;1;44;117;;;False;False;False;False;False;True;65.0321
2.0;malasaa;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42217177659121;-3.7058396657122863;apartment;2;2.0;1.0;1.0;2.9444389791664403;;;;10.0;1;5;1;90;2;11;23;77;38;91.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;4.79;2;6;3;87;159;2989.0;2773.0;True;False;False;False;False;True;24.990907
4.0;sol;sol;centro;madrid;community of madrid;28013;madrid;madrid spain;es;spain;40.417413245010096;-3.707843758690369;apartment;4;1.0;2.0;3.0;4.948759890378168;;;;30.0;3;12;3;1125;9;16;22;280;44;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.03;2;3;3;21;148;4030.0;2756.0;False;False;False;False;False;True;65.0321
1.0;;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.412300124546746;-3.7043034740824834;apartment;2;1.5;1.0;1.0;3.713572066704308;;;91.0;15.0;1;30;2;1125;18;42;72;347;4;95.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;0.78;0;2;2;35;92;2905.0;2757.0;True;False;False;False;False;True;24.990907
1.0;;embajadores;centro;madrid;community of madrid;;madrid;madrid spain;es;spain;40.4098552104979;-3.7032886224680057;house;1;1.0;1.0;1.0;3.555348061489413;;;;;1;0;2;1125;8;8;8;8;40;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.04;0;1;3;40;173;3146.0;2765.0;True;False;False;False;False;True;13.00642
1.0;lb of islington;islington;;london;england;n7 0dd;london;london united kingdom;gb;united kingdom;51.550886373318;-0.1292950399956335;house;2;1.0;1.0;1.0;3.713572066704308;;;;;1;0;1;7;0;0;0;155;1;;;;;;;;flexible;0.22;0;2;2;68;68;2922.0;2922.0;True;False;False;False;False;True;20.4851115
68.0;;palma de mallorca;;palma;illes balears;07013;mallorca island;palma spain;es;spain;39.57255337286376;2.6385696141456925;apartment;6;1.0;3.0;3.0;4.836281906951478;;;200.0;95.0;4;15;7;1125;0;0;11;102;11;82.0;9.0;9.0;8.0;9.0;9.0;9.0;strict;1.26;1;2;2;43;168;3037.0;2941.0;False;False;False;False;False;True;99.963628
2.0;justicia;justicia;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.42159488141508;-3.696916473762791;apartment;2;1.0;1.0;1.0;3.688879454113936;;;;9.0;1;10;2;45;16;39;69;128;91;94.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;2.73;1;2;3;39;176;3751.0;2764.0;True;False;False;False;False;True;24.990907
1.0;malasaa;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.423248666395374;-3.701833090059338;apartment;2;1.0;1.0;1.0;4.189654742026425;;;150.0;20.0;1;10;1;1125;10;27;51;141;250;97.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;3.81;1;4;4;49;168;4720.0;2758.0;False;False;False;False;False;True;24.990907
2.0;;guindalera;salamanca;madrid;comunidad de madrid;28028;madrid;madrid spain;es;spain;40.43444636739448;-3.668436887216707;apartment;4;1.0;1.0;1.0;4.262679877041316;;;150.0;25.0;2;10;2;1125;17;47;77;167;0;;;;;;;;strict;;1;4;3;73;164;;;False;False;False;False;False;True;49.981814
2.0;;san juan bautista;ciudad lineal;madrid;comunidad de madrid;28043;madrid;madrid spain;es;spain;40.44911873720829;-3.656396126469104;apartment;2;1.0;1.0;1.0;3.7612001156935615;;;;;1;0;2;1125;12;42;51;76;9;98.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;2.09;4;5;3;70;148;2880.0;2760.0;True;False;False;False;False;True;24.990907
6.0;la latina;embajadores;centro;madrid;community of madrid;28012;madrid;madrid spain;es;spain;40.40797384395732;-3.702857885915631;apartment;1;1.0;1.0;1.0;3.49650756146648;210.0;720.0;75.0;12.0;1;10;2;1125;11;17;24;299;38;93.0;9.0;9.0;10.0;9.0;9.0;9.0;moderate;1.56;0;2;3;5;104;3480.0;2773.0;True;False;False;False;False;True;15.79351
2.0;;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42699726102806;-3.703530220210881;apartment;2;1.0;1.0;2.0;4.110873864173311;330.0;1280.0;150.0;30.0;2;15;3;1125;1;22;52;52;34;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.43;0;2;2;42;161;3170.0;2759.0;False;False;False;False;False;True;24.990907
1.0;justicia;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42446518147507;-3.699145404493248;apartment;4;1.5;2.0;2.0;4.61512051684126;;;300.0;50.0;1;0;3;90;0;0;0;70;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.55;1;2;2;39;39;2970.0;2848.0;False;False;False;False;False;True;65.0321
2.0;;prosperidad;chamartn;madrid;comunidad de madrid;;madrid;madrid spain;es;spain;40.44367230475659;-3.673984950009349;apartment;1;1.0;1.0;1.0;3.044522437723423;;;;;1;0;1;30;0;0;0;0;1;80.0;10.0;10.0;10.0;10.0;;;flexible;0.4;0;2;2;76;76;2826.0;2826.0;True;False;False;False;False;True;15.79351
1.0;carabanchel;san isidro;carabanchel;madrid;comunidad de madrid;28019;madrid;madrid spain;es;spain;40.39250840671508;-3.7276460661830826;apartment;3;1.0;3.0;2.0;4.110873864173311;;;200.0;40.0;2;15;2;1125;0;0;0;0;0;;;;;;;;moderate;;0;0;0;38;156;;;False;False;False;False;False;True;120.030676
1.0;tetun;ciudad universitaria;moncloa  aravaca;madrid;community of madrid;28039;madrid;madrid spain;es;spain;40.45535896136328;-3.7128369476535714;apartment;4;1.0;3.0;3.0;4.454347296253507;595.0;1785.0;700.0;;4;10;7;60;0;0;6;281;0;;;;;;;;moderate;;2;2;3;0;69;;;False;False;False;False;False;True;30.007669
28.0;almagro;almagro;chamber;madrid;comunidad de madrid;28003;madrid;madrid spain;es;spain;40.437576539601416;-3.6989818287567977;apartment;4;2.0;2.0;3.0;4.948759890378168;;;;140.0;2;20;7;1125;15;45;75;75;0;;;;;;;;strict;;1;3;2;2;99;;;False;False;False;False;False;True;65.0321
26.0;arapiles;arapiles;chamber;madrid;comunidad de madrid;28015;madrid;madrid spain;es;spain;40.431218761126765;-3.70847370582718;apartment;3;1.0;0.0;3.0;4.110873864173311;;;;;1;0;2;30;12;37;55;320;2;80.0;9.0;9.0;8.0;4.0;;6.0;strict;0.33;0;2;2;53;138;2935.0;2929.0;False;False;False;False;False;True;52.490195
3.0;;embajadores;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.40641636140514;-3.705149857012141;apartment;4;1.0;2.0;2.0;4.875197323201151;;;;10.0;1;0;1;1125;19;48;78;79;9;91.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;1.84;0;3;2;82;176;2898.0;2771.0;False;False;False;False;False;True;65.0321
3.0;;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40963165718275;-3.699718216746005;apartment;2;1.0;1.0;1.0;3.58351893845611;;;;;1;0;3;1125;8;18;45;320;22;88.0;9.0;8.0;10.0;9.0;10.0;9.0;flexible;4.55;0;1;2;38;162;2896.0;2753.0;False;False;False;False;False;True;24.990907
20.0;la latina;palacio;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.40955949374424;-3.710324346230208;apartment;4;1.0;1.0;1.0;3.9318256327243257;;3200.0;300.0;30.0;2;12;1;1125;5;21;39;314;12;95.0;10.0;10.0;10.0;9.0;10.0;9.0;strict;0.64;1;3;3;78;153;3317.0;2784.0;False;False;False;False;False;True;49.981814
3.0;puente de vallecas;san diego;puente de vallecas;madrid;comunidad de madrid;28018;madrid;madrid spain;es;spain;40.38195572375452;-3.666520341065617;apartment;6;1.5;1.0;4.0;3.258096538021482;;;;;2;12;1;45;19;46;72;345;14;73.0;8.0;8.0;9.0;9.0;8.0;8.0;strict;1.15;1;1;2;91;185;3116.0;2778.0;True;False;False;False;False;True;150.038345
15.0;embajadores;embajadores;centro;madrid;community of madrid;28012;madrid;madrid spain;es;spain;40.409474888105386;-3.699626815200802;apartment;3;1.0;0.0;1.0;4.110873864173311;;;100.0;40.0;2;5;4;1125;8;33;50;50;30;90.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;1.0;0;2;3;38;165;3647.0;2769.0;False;False;False;True;False;False;52.490195
18.0;justicia;justicia;centro;madrid;community of madrid;;madrid;madrid spain;es;spain;40.42208415922283;-3.694985286910112;apartment;5;2.0;2.0;4.0;4.836281906951478;800.0;1650.0;200.0;;2;15;3;1125;9;13;18;227;7;91.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;0.36;3;4;4;54;112;3333.0;2779.0;False;False;False;False;False;True;74.97272099999999
1.0;malasaa;universidad;centro;madrid;community of madrid;28015;madrid;madrid spain;es;spain;40.42620389969456;-3.7122355124697832;apartment;9;2.5;4.0;6.0;5.25227342804663;;3900.0;200.0;;1;0;5;90;7;12;16;253;44;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.91;1;3;3;0;161;4209.0;2787.0;False;False;False;False;False;True;99.963628
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41061905129344;-3.700900689478152;apartment;1;1.0;1.0;1.0;3.4339872044851463;107.0;378.0;;;1;0;1;1125;28;58;88;88;0;;;;;;;;flexible;;0;4;2;31;142;;;True;False;False;False;False;True;15.79351
1.0;malasaa;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.426180407957;-3.703182301826713;apartment;4;1.0;1.0;2.0;4.262679877041316;450.0;1500.0;150.0;20.0;1;10;3;1125;11;41;65;340;13;95.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;0.7;1;2;3;36;160;3311.0;2792.0;False;False;False;False;False;True;49.981814
68.0;recoletos;recoletos;salamanca;madrid;comunidad de madrid;28001;madrid;madrid spain;es;spain;40.425837454847645;-3.686840345817042;house;4;2.0;2.0;4.0;5.739792912179234;;;;250.0;1;0;5;1125;21;21;21;273;0;;;;;;;;strict;;2;3;4;51;167;;;False;False;False;False;False;True;30.007669
3.0;lista;lista;salamanca;madrid;comunidad de madrid;28006;madrid;madrid spain;es;spain;40.43099770533078;-3.678233011861803;other;2;2.0;1.0;1.0;3.58351893845611;;;250.0;;1;30;1;1125;0;0;6;281;1;60.0;2.0;6.0;10.0;10.0;10.0;2.0;strict;0.48;1;2;1;52;100;2814.0;2814.0;True;False;False;False;False;True;7.989658
1.0;;almenara;tetun;madrid;comunidad de madrid;28029;madrid;madrid spain;es;spain;40.46996880735661;-3.691692186025004;apartment;4;1.0;2.0;2.0;4.174387269895637;270.0;850.0;;20.0;1;0;5;1125;0;0;8;70;33;97.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;2.37;0;3;2;48;175;3169.0;2805.0;False;False;False;False;False;True;65.0321
1.0;;universidad;centro;madrid;community of madrid;;madrid;madrid spain;es;spain;40.42553147969618;-3.701320635114954;house;8;1.0;2.0;5.0;4.51085950651685;;;;20.0;1;0;1;60;5;21;40;295;7;80.0;8.0;10.0;8.0;8.0;10.0;8.0;flexible;2.47;1;3;2;54;54;2836.0;2765.0;False;False;False;False;False;True;30.007669
1.0;justicia;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42390444403851;-3.700588426657067;apartment;2;1.0;1.0;1.0;4.110873864173311;;;;30.0;1;0;2;7;20;50;80;355;37;97.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;0.9;1;3;2;36;187;3989.0;2912.0;True;False;False;False;False;True;24.990907
1.0;carabanchel;san isidro;carabanchel;madrid;comunidad de madrid;28019;madrid;madrid spain;es;spain;40.3982682054274;-3.719517581532588;apartment;2;1.5;1.0;1.0;3.044522437723423;;;;;1;0;1;9;9;9;9;9;0;;;;;;;;flexible;;1;2;2;42;182;;;True;False;False;False;False;True;24.990907
1.0;la chopera;chopera;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.39430641751514;-3.69882122601739;apartment;1;1.0;1.0;1.0;3.044522437723423;;;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;;2;6;3;29;29;;;True;False;False;False;False;True;15.79351
9.0;ciudad lineal;pueblo nuevo;ciudad lineal;madrid;community of madrid;28017;madrid;madrid spain;es;spain;40.424529639220445;-3.6411473221531954;apartment;3;1.0;1.0;2.0;3.688879454113936;285.0;;100.0;25.0;2;9;2;7;10;35;55;326;127;81.0;8.0;9.0;9.0;10.0;8.0;8.0;strict;2.55;0;3;3;51;178;4248.0;2757.0;False;False;False;False;False;True;44.965052
1.0;ciudad lineal;ventas;ciudad lineal;madrid;comunidad de madrid;28017;madrid;madrid spain;es;spain;40.4294774692763;-3.654301673224381;house;2;1.0;1.0;1.0;3.828641396489095;;;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;;1;1;2;31;31;;;True;False;False;False;False;True;20.4851115
1.0;guindalera;guindalera;salamanca;madrid;comunidad de madrid;28028;madrid;madrid spain;es;spain;40.43417973672528;-3.667380257152789;apartment;1;1.0;0.0;1.0;2.9444389791664403;;;;;1;0;1;2;25;55;85;85;0;;;;;;;;strict;;1;0;2;43;112;;;True;False;False;False;False;True;30.007669
1.0;;vallehermoso;chamber;madrid;comunidad de madrid;28003;madrid;madrid spain;es;spain;40.43929076185992;-3.713468814716213;apartment;1;1.0;1.0;1.0;3.4657359027997265;190.0;750.0;100.0;;1;0;2;1125;0;8;13;174;44;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.4;2;2;4;11;11;3302.0;2824.0;True;False;False;False;False;True;15.79351
3.0;justicia;justicia;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.42244254997583;-3.69977146922616;apartment;4;2.0;2.0;2.0;4.61512051684126;650.0;2200.0;150.0;40.0;4;0;3;21;12;27;43;312;90;95.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.22;1;2;2;24;29;3967.0;2758.0;False;False;False;False;False;True;65.0321
1.0;sol;sol;centro;madrid;community of madrid;28013;madrid;madrid spain;es;spain;40.4154587974878;-3.707907103469192;apartment;2;2.0;1.0;1.0;3.784189633918261;;;;;1;0;3;1125;13;43;73;348;40;94.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;0.95;0;3;2;39;118;4010.0;2769.0;True;False;False;False;False;True;24.990907
4.0;;acacias;arganzuela;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.398872570665866;-3.706455844109297;apartment;5;1.0;0.0;3.0;4.262679877041316;;;200.0;;4;10;2;1125;13;41;71;346;3;93.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;0.68;2;5;2;31;135;2884.0;2792.0;False;False;False;False;False;True;30.007669
4.0;trafalgar;trafalgar;chamber;madrid;comunidad de madrid;28010;madrid;madrid spain;es;spain;40.43165448000583;-3.7035273300743694;apartment;4;1.0;1.0;2.0;4.330733340286331;;;100.0;15.0;2;10;2;1125;1;3;27;298;61;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;5.04;1;3;2;45;45;3114.0;2755.0;False;False;False;False;False;True;49.981814
7.0;argelles;argelles;moncloa  aravaca;madrid;community of madrid;28008;madrid;madrid spain;es;spain;40.42471932893942;-3.715279125843429;apartment;3;1.0;1.0;1.0;4.3694478524670215;;;150.0;;2;15;3;1125;7;24;24;24;75;94.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;1.94;0;4;2;34;172;3908.0;2758.0;False;False;False;False;False;True;44.965052
3.0;justicia;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42327869858735;-3.693264035611016;apartment;9;3.0;3.0;8.0;5.484796933490655;;;240.0;60.0;6;20;1;1125;10;27;44;285;25;96.0;9.0;10.0;10.0;10.0;10.0;10.0;strict;3.18;3;4;2;86;86;2987.0;2758.0;False;False;False;False;False;True;99.963628
3.0;almagro;almagro;chamber;madrid;comunidad de madrid;28010;madrid;madrid spain;es;spain;40.43554825110439;-3.698821990023936;apartment;3;2.0;2.0;2.0;4.394449154672439;;;;15.0;1;0;4;30;2;2;8;283;0;;;;;;;;flexible;;1;3;2;42;42;;;False;False;False;False;False;True;54.998576
21.0;la latina;embajadores;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.40875257550069;-3.709618652901452;apartment;4;2.0;1.0;3.0;5.303304908059076;;;;;1;0;1;60;4;16;35;204;0;;;;;;;;flexible;;1;3;2;94;94;;;False;False;False;False;False;True;49.981814
1.0;bellas vistas;bellas vistas;tetun;madrid;comunidad de madrid;28039;madrid;madrid spain;es;spain;40.45266284982343;-3.705015451944449;apartment;1;1.0;1.0;1.0;3.4339872044851463;;;;;1;0;1;1125;30;60;90;365;4;95.0;10.0;9.0;10.0;10.0;9.0;10.0;flexible;0.34;0;3;3;47;47;3100.0;3041.0;True;False;False;False;False;True;15.79351
2.0;;almagro;chamber;madrid;comunidad de madrid;28010;madrid;madrid spain;es;spain;40.427497575618894;-3.690682354513132;apartment;1;1.0;1.0;1.0;3.688879454113936;;;;;1;0;1;1125;13;39;69;344;31;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;6.33;0;3;2;40;108;2898.0;2758.0;True;False;False;False;False;True;15.79351
2.0;palacio;palacio;centro;madrid;community of madrid;28013;madrid;madrid spain;es;spain;40.42068341602397;-3.7096095551599344;apartment;6;1.0;2.0;3.0;4.532599493153256;;;;35.0;2;15;2;1125;14;30;56;331;84;86.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;2.84;0;1;2;34;182;3639.0;2773.0;False;False;False;False;False;True;69.955959
1.0;;hietzing;;wien;wien;1130;vienna;wien austria;at;austria;48.190079901119866;16.269916729718688;apartment;2;1.0;1.0;1.0;3.912023005428146;;;;40.0;1;0;14;1125;0;0;0;268;0;;;;;;;;flexible;;1;2;4;47;158;;;False;False;False;False;False;True;24.990907
114.0;justicia;justicia;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.42249915016799;-3.6999654173932033;apartment;1;3.0;1.0;1.0;2.833213344056216;;;;15.0;1;0;10;1125;0;6;36;311;0;;;;;;;;strict;;1;1;3;82;168;;;True;False;False;False;False;True;15.79351
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40693399263901;-3.699865400398256;apartment;2;1.0;1.0;1.0;4.02535169073515;;;;25.0;1;0;4;31;0;6;22;294;29;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.31;0;3;2;31;168;3128.0;2898.0;False;False;False;False;False;True;24.990907
10.0;;palacio;centro;madrid;community of madrid;28005;madrid;madrid spain;es;spain;40.41116384159477;-3.7145241466799295;apartment;3;1.0;1.0;1.0;3.4339872044851463;;;;;2;10;1;1125;24;54;84;359;20;88.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;0.68;1;1;2;41;173;3630.0;2828.0;True;False;False;False;False;True;44.965052
207.0;palacio;palacio;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.41284203351064;-3.7115270217616927;apartment;4;1.0;1.0;1.0;4.330733340286331;;;150.0;30.0;2;15;2;1125;0;2;9;54;0;;;;;;;;strict;;1;2;2;41;167;;;False;False;False;False;False;True;49.981814
4.0;delicias;delicias;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.39605757628636;-3.693677235033241;apartment;6;1.0;1.0;4.0;4.262679877041316;;;90.0;20.0;3;12;1;1125;6;22;44;126;59;94.0;10.0;9.0;10.0;10.0;9.0;10.0;strict;4.39;2;3;3;37;177;3154.0;2772.0;False;False;False;False;False;True;150.038345
2.0;;puerta del angel;latina;madrid;comunidad de madrid;28011;madrid;madrid spain;es;spain;40.414976279352494;-3.723577287491368;apartment;2;1.0;1.0;1.0;3.58351893845611;;;;;1;0;1;1125;0;0;0;0;14;90.0;9.0;9.0;9.0;10.0;10.0;10.0;strict;1.34;1;1;3;21;158;3065.0;2870.0;True;False;False;False;False;True;24.990907
57.0;hispanoamrica;hispanoamrica;chamartn;madrid;comunidad de madrid;28036;madrid;madrid spain;es;spain;40.45776700004868;-3.68721515272475;apartment;6;2.0;1.0;2.0;4.499809670330265;;;100.0;50.0;1;15;1;28;12;28;47;134;22;89.0;10.0;10.0;9.0;9.0;10.0;9.0;strict;1.07;3;3;3;31;174;3370.0;2774.0;False;False;False;False;False;True;150.038345
1.0;malasaa;universidad;centro;madrid;comunidad de madrid;28015;madrid;madrid spain;es;spain;40.42539993888323;-3.7099214473908986;condominium;2;1.0;1.0;1.0;5.017279836814924;;;;;1;0;5;30;15;15;15;15;0;;;;;;;;flexible;;0;2;0;28;28;;;False;False;False;False;False;True;11.984487
1.0;rios rosas;rios rosas;chamber;madrid;comunidad de madrid;28003;madrid;madrid spain;es;spain;40.44145763827317;-3.701383903095496;apartment;4;1.0;1.0;2.0;3.970291913552122;;;250.0;25.0;2;10;5;1125;3;33;63;63;4;95.0;10.0;9.0;10.0;10.0;9.0;10.0;strict;0.32;3;3;3;46;193;3126.0;2941.0;False;False;False;False;False;True;49.981814
2.0;;palos de moguer;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.40099093927206;-3.6929598013213183;apartment;1;1.0;1.0;1.0;4.189654742026425;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;1;4;2;6;6;;;True;False;False;False;False;True;15.79351
74.0;;alcdia;;alcdia;balearic islands;07400;mallorca island;alcdia spain;es;spain;39.83791879853533;3.161288421352114;apartment;6;2.0;3.0;5.0;4.653960350157523;;;300.0;125.0;1;0;5;1125;23;49;79;314;0;;;;;;;;strict;;2;2;3;20;172;;;False;False;False;False;False;True;99.963628
1.0;;almagro;chamber;madrid;comunidad de madrid;28010;madrid;madrid spain;es;spain;40.42836437147596;-3.6917116076570258;condominium;2;1.0;1.0;1.0;3.4339872044851463;;;100.0;20.0;1;0;2;10;15;28;40;225;0;;;;;;;;moderate;;1;3;3;81;163;;;True;False;False;False;False;True;11.984487
2.0;sol;sol;centro;madrid;community of madrid;28013;madrid;madrid spain;es;spain;40.41870407099639;-3.702152794346525;apartment;2;1.5;1.0;1.0;3.912023005428146;;1111.0;90.0;20.0;2;0;2;1125;3;7;27;302;170;81.0;8.0;9.0;9.0;9.0;10.0;8.0;moderate;4.96;1;4;3;46;186;3779.0;2770.0;False;False;False;False;False;True;24.990907
14.0;sol;sol;centro;madrid;comunidad de madrid;28013;madrid;madrid spain;es;spain;40.41872606048218;-3.701791458625751;apartment;4;1.0;1.0;2.0;4.330733340286331;;;200.0;22.0;1;0;2;1125;7;27;57;57;50;88.0;9.0;9.0;9.0;10.0;10.0;9.0;strict;2.4;1;2;3;41;180;3375.0;2779.0;False;False;False;False;False;True;49.981814
2.0;prosperidad;prosperidad;chamartn;madrid;comunidad de madrid;28002;madrid;madrid spain;es;spain;40.44282026776935;-3.6724591852510535;apartment;2;1.0;1.0;1.0;3.4339872044851463;;;;;1;0;1;7;28;58;88;88;1;60.0;8.0;6.0;10.0;8.0;8.0;8.0;flexible;0.73;0;1;2;64;64;2792.0;2792.0;True;False;False;False;False;True;24.990907
28.0;castellana;castellana;salamanca;madrid;comunidad de madrid;28006;madrid;madrid spain;es;spain;40.4345522684326;-3.683319132906193;apartment;4;2.5;2.0;2.0;5.3981627015177525;;;;160.0;1;0;5;180;6;16;26;26;0;;;;;;;;strict;;3;5;3;27;161;;;False;False;False;False;False;True;65.0321
6.0;la chopera;chopera;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.39253260328067;-3.695615737136756;other;4;1.0;2.0;3.0;3.9318256327243257;;;200.0;30.0;4;15;2;1125;4;9;25;266;20;93.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;3.3;2;2;2;41;171;2933.0;2762.0;False;False;False;False;False;True;200.020159
4.0;lista;lista;salamanca;madrid;comunidad de madrid;28006;madrid;madrid spain;es;spain;40.43205949750526;-3.674134111347167;apartment;2;1.0;1.0;1.0;3.9318256327243257;300.0;690.0;;25.0;1;0;1;1125;0;17;20;63;8;95.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;0.43;1;4;3;32;162;3308.0;2870.0;False;False;False;False;False;True;24.990907
1.0;ibiza;ibiza;retiro;madrid;comunidad de madrid;28009;madrid;madrid spain;es;spain;40.41599214635113;-3.67734647461492;apartment;3;1.0;2.0;2.0;4.189654742026425;;1600.0;130.0;30.0;2;10;3;30;1;1;1;217;59;93.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;1.93;2;2;3;44;170;3669.0;2764.0;False;False;False;False;False;True;54.998576
2.0;;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.408298974566144;-3.700065192036184;apartment;4;1.0;1.0;3.0;3.9318256327243257;;;;10.0;2;15;2;1125;19;49;79;169;2;70.0;9.0;9.0;10.0;10.0;9.0;8.0;flexible;0.61;0;0;0;40;63;2849.0;2845.0;False;False;False;False;False;True;49.981814
6.0;embajadores;embajadores;centro;madrid;community of madrid;28012;madrid;madrid spain;es;spain;40.41061971753166;-3.699260896921461;house;1;1.0;1.0;1.0;2.833213344056216;83.0;283.0;100.0;10.0;1;18;2;31;30;60;90;180;7;74.0;7.0;8.0;8.0;7.0;9.0;7.0;strict;0.23;0;2;2;38;38;3647.0;2916.0;False;True;False;False;False;True;13.00642
1.0;;cortes;centro;madrid;comunidad de madrid;28014;madrid;madrid spain;es;spain;40.41435676779755;-3.6967817949422894;apartment;2;2.0;1.0;1.0;3.4339872044851463;200.0;500.0;;;1;0;3;1125;0;0;0;0;3;100.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;0.14;1;1;3;24;171;3377.0;3358.0;True;False;False;False;False;True;24.990907
2.0;;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42663561728058;-3.6998063463301785;apartment;2;1.0;1.0;1.0;3.367295829986474;;;;;1;0;1;1125;10;39;69;159;6;87.0;10.0;8.0;10.0;10.0;10.0;9.0;flexible;1.84;1;1;2;45;83;2849.0;2757.0;True;False;False;False;False;True;24.990907
1.0;;sol;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41500719985092;-3.706837420540542;apartment;1;1.0;1.0;1.0;3.58351893845611;;;;;1;0;1;4;11;29;47;47;0;;;;;;;;flexible;;1;5;2;69;145;;;True;False;False;False;False;True;15.79351
